bin_id,timestamp,neighborhood,lat,lon,capacity_kg,waste_level_kg,fill_percentage,day_of_week,hour,month,week_of_year,is_weekend,time_of_day,is_market_area,avg_waste_by_hour,avg_waste_by_day,total_collections
BIN001,2024-01-01 00:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.1501431777726182,24.3,0,0,1,1,0,0,0,0.30339459977249605,0.2887287916073046,0.21052631578947367
BIN001,2024-01-01 06:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.18055878028016406,28.2,0,6,1,1,0,1,0,0.261725438543974,0.2887287916073046,0.21052631578947367
BIN001,2024-01-01 12:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.2096586951474344,32.0,0,12,1,1,0,2,0,0.25684008860683716,0.2887287916073046,0.21052631578947367
BIN001,2024-01-01 18:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.21956504914480304,33.2,0,18,1,1,0,3,0,0.3570107166377299,0.2887287916073046,0.21052631578947367
BIN001,2024-01-02 00:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.25075458555839336,37.3,1,0,1,1,0,0,0,0.30339459977249605,0.11393278072788493,0.21052631578947367
BIN001,2024-01-02 06:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.2835693831746769,41.5,1,6,1,1,0,1,0,0.261725438543974,0.11393278072788493,0.21052631578947367
BIN001,2024-01-02 12:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.3097283491989784,44.9,1,12,1,1,0,2,0,0.25684008860683716,0.11393278072788493,0.21052631578947367
BIN001,2024-01-02 18:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.3193251296339293,46.1,1,18,1,1,0,3,0,0.3570107166377299,0.11393278072788493,0.21052631578947367
BIN001,2024-01-03 00:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.3542295487965328,50.6,2,0,1,1,0,0,0,0.30339459977249605,0.10064110866468068,0.21052631578947367
BIN001,2024-01-03 06:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.394164538348425,55.8,2,6,1,1,0,1,0,0.261725438543974,0.10064110866468068,0.21052631578947367
BIN001,2024-01-03 12:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.44508938936614817,62.4,2,12,1,1,0,2,0,0.25684008860683716,0.10064110866468068,0.21052631578947367
BIN001,2024-01-03 18:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.4514356473957124,63.2,2,18,1,1,0,3,0,0.3570107166377299,0.10064110866468068,0.21052631578947367
BIN001,2024-01-04 00:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.4791424812321028,66.8,3,0,1,1,0,0,0,0.30339459977249605,0.37075832146095056,0.21052631578947367
BIN001,2024-01-04 06:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.521012305549106,72.2,3,6,1,1,0,1,0,0.261725438543974,0.37075832146095056,0.21052631578947367
BIN001,2024-01-04 12:00:00,Molyko,0.530456852791886,0.46088794926006926,100,0.541831127621701,74.9,3,12,1,1,0,2,0,0.25684008860683716,0.37075832146095056,0.21052631578947367
